#id, computer time,time, calib_status, rot_vec,,,, 					lin_acc,,, 						grav
0, 1594220795.720411, 0.0, 00c2, 0.55615, 0.34290, -0.59576, 0.46710, 0.000000, 0.040000, 0.000000, 9.63000, -1.71000, 0.53000
1, 1594220795.7294624, 10.05273, 00c2, 0.55615, 0.34290, -0.59576, 0.46710, 0.030000, -0.150000, 0.150000, 9.63000, -1.71000, 0.53000
2, 1594220795.7413547, 19.81055, 00c2, 0.55560, 0.34357, -0.59540, 0.46777, 0.070000, -0.250000, 0.100000, 9.63000, -1.71000, 0.54000
3, 1594220795.748336, 29.80664, 00c2, 0.55585, 0.34326, -0.59546, 0.46765, 0.090000, -0.260000, 0.070000, 9.63000, -1.71000, 0.54000
4, 1594220795.760306, 39.80273, 00c2, 0.55597, 0.34314, -0.59534, 0.46771, 0.080000, -0.250000, -0.060000, 9.63000, -1.71000, 0.54000
5, 1594220795.7676861, 49.81641, 00c2, 0.55597, 0.34314, -0.59521, 0.46783, 0.000000, -0.040000, -0.120000, 9.63000, -1.72000, 0.54000
6, 1594220795.7827032, 61.42969, 00c2, 0.55597, 0.34314, -0.59521, 0.46783, 0.000000, -0.040000, -0.120000, 9.63000, -1.71000, 0.54000
7, 1594220795.789855, 69.89649, 00c2, 0.55597, 0.34320, -0.59503, 0.46802, -0.040000, 0.130000, 0.000000, 9.63000, -1.71000, 0.55000
8, 1594220795.797666, 79.80273, 00c2, 0.55603, 0.34320, -0.59497, 0.46808, -0.030000, 0.140000, -0.060000, 9.63000, -1.71000, 0.55000
9, 1594220795.807322, 89.81641, 00c2, 0.55609, 0.34302, -0.59497, 0.46802, -0.020000, 0.050000, -0.080000, 9.63000, -1.71000, 0.55000
10, 1594220795.818012, 99.80469, 00c2, 0.55627, 0.34283, -0.59509, 0.46790, 0.000000, -0.030000, -0.020000, 9.63000, -1.72000, 0.55000
11, 1594220795.8266525, 110.00781, 00c2, 0.55640, 0.34265, -0.59515, 0.46777, -0.010000, -0.110000, -0.010000, 9.63000, -1.72000, 0.55000
12, 1594220795.8380172, 119.80078, 00c2, 0.55658, 0.34247, -0.59515, 0.46765, -0.060000, -0.170000, -0.090000, 9.63000, -1.72000, 0.55000
13, 1594220795.8465989, 129.80859, 00c2, 0.55664, 0.34229, -0.59528, 0.46759, -0.070000, -0.170000, -0.100000, 9.63000, -1.72000, 0.55000
14, 1594220795.8581088, 139.79883, 00c2, 0.55664, 0.34222, -0.59534, 0.46753, -0.080000, -0.150000, -0.070000, 9.63000, -1.72000, 0.55000
15, 1594220795.8689165, 149.80859, 00c2, 0.55658, 0.34222, -0.59534, 0.46759, -0.060000, -0.170000, -0.020000, 9.63000, -1.72000, 0.55000
16, 1594220795.8775876, 159.79688, 00c2, 0.55609, 0.34290, -0.59491, 0.46826, 0.000000, -0.090000, 0.040000, 9.63000, -1.72000, 0.55000
17, 1594220795.8889465, 169.9082, 00c2, 0.55603, 0.34296, -0.59479, 0.46844, -0.040000, -0.010000, 0.000000, 9.63000, -1.72000, 0.56000
18, 1594220795.8978786, 179.84375, 00c2, 0.55597, 0.34308, -0.59467, 0.46857, -0.010000, 0.080000, -0.080000, 9.63000, -1.72000, 0.56000
19, 1594220795.9088535, 189.80664, 00c2, 0.55591, 0.34320, -0.59460, 0.46869, 0.000000, 0.120000, -0.040000, 9.63000, -1.72000, 0.56000
20, 1594220795.9167926, 199.80469, 00c2, 0.55585, 0.34326, -0.59454, 0.46875, 0.030000, 0.130000, 0.000000, 9.63000, -1.72000, 0.56000
21, 1594220795.9277399, 210.00586, 00c2, 0.55591, 0.34326, -0.59454, 0.46869, 0.010000, 0.090000, -0.040000, 9.63000, -1.72000, 0.56000
22, 1594220795.9375768, 219.80273, 00c2, 0.55597, 0.34314, -0.59467, 0.46857, 0.040000, 0.000000, -0.130000, 9.63000, -1.72000, 0.56000
23, 1594220795.9465058, 229.81055, 00c2, 0.55603, 0.34302, -0.59479, 0.46838, 0.080000, -0.130000, -0.110000, 9.63000, -1.72000, 0.56000
24, 1594220795.9576592, 239.80273, 00c2, 0.55609, 0.34296, -0.59485, 0.46832, 0.050000, -0.180000, 0.020000, 9.63000, -1.72000, 0.55000
25, 1594220795.9666562, 249.8125, 00c2, 0.55615, 0.34290, -0.59491, 0.46820, 0.040000, -0.210000, 0.030000, 9.63000, -1.72000, 0.55000
26, 1594220795.9774702, 259.80469, 00c2, 0.55615, 0.34290, -0.59491, 0.46820, 0.000000, -0.220000, 0.030000, 9.63000, -1.72000, 0.55000
27, 1594220795.9875968, 269.91406, 00c2, 0.55615, 0.34302, -0.59479, 0.46826, 0.030000, -0.240000, 0.040000, 9.63000, -1.72000, 0.55000
28, 1594220795.99737, 279.83203, 00c2, 0.55603, 0.34320, -0.59467, 0.46844, 0.040000, -0.180000, 0.020000, 9.63000, -1.72000, 0.56000
29, 1594220796.0083406, 289.80664, 00c2, 0.55591, 0.34344, -0.59442, 0.46863, 0.030000, -0.140000, -0.040000, 9.63000, -1.71000, 0.56000
30, 1594220796.0183156, 299.80469, 00c2, 0.55579, 0.34381, -0.59418, 0.46887, 0.010000, 0.000000, -0.040000, 9.63000, -1.71000, 0.56000
31, 1594220796.0285017, 310.06836, 00c2, 0.55560, 0.34424, -0.59393, 0.46906, 0.000000, 0.090000, 0.000000, 9.63000, -1.71000, 0.56000
32, 1594220796.037264, 319.80273, 00c2, 0.55548, 0.34454, -0.59375, 0.46924, -0.010000, 0.140000, 0.000000, 9.63000, -1.71000, 0.56000
33, 1594220796.0472763, 329.81055, 00c2, 0.55542, 0.34479, -0.59357, 0.46936, -0.040000, 0.200000, -0.020000, 9.64000, -1.70000, 0.56000
34, 1594220796.0572102, 339.80273, 00c2, 0.55542, 0.34497, -0.59344, 0.46942, -0.010000, 0.190000, -0.020000, 9.64000, -1.70000, 0.56000
35, 1594220796.067298, 349.86914, 00c2, 0.55542, 0.34503, -0.59338, 0.46942, -0.020000, 0.160000, -0.020000, 9.64000, -1.70000, 0.56000
36, 1594220796.0773451, 359.80273, 00c2, 0.55542, 0.34503, -0.59338, 0.46942, 0.010000, 0.110000, -0.040000, 9.64000, -1.70000, 0.56000
37, 1594220796.0881774, 369.94531, 00c2, 0.55548, 0.34503, -0.59344, 0.46936, 0.020000, 0.010000, -0.100000, 9.64000, -1.70000, 0.56000
38, 1594220796.0991347, 379.81836, 00c2, 0.55548, 0.34497, -0.59351, 0.46930, 0.010000, -0.030000, -0.150000, 9.64000, -1.70000, 0.56000
39, 1594220796.107166, 389.80664, 00c2, 0.55548, 0.34491, -0.59351, 0.46924, 0.000000, -0.030000, -0.040000, 9.64000, -1.70000, 0.56000
40, 1594220796.1182375, 399.80469, 00c2, 0.55554, 0.34497, -0.59351, 0.46918, 0.000000, -0.040000, 0.000000, 9.64000, -1.70000, 0.56000
41, 1594220796.1280217, 410.02149, 00c2, 0.55560, 0.34503, -0.59344, 0.46912, 0.000000, -0.010000, -0.030000, 9.64000, -1.70000, 0.56000
42, 1594220796.139135, 419.80469, 00c2, 0.55560, 0.34509, -0.59344, 0.46906, 0.000000, -0.050000, 0.040000, 9.64000, -1.69000, 0.56000
43, 1594220796.1499615, 429.81055, 00c2, 0.55566, 0.34521, -0.59332, 0.46906, 0.030000, -0.060000, 0.100000, 9.64000, -1.69000, 0.56000
44, 1594220796.1571548, 439.81445, 00c2, 0.55573, 0.34528, -0.59326, 0.46912, 0.020000, -0.090000, 0.020000, 9.64000, -1.69000, 0.56000
45, 1594220796.1679137, 449.80859, 00c2, 0.55579, 0.34528, -0.59314, 0.46918, 0.010000, -0.070000, -0.020000, 9.64000, -1.69000, 0.56000
46, 1594220796.1771054, 459.80078, 00c2, 0.55573, 0.34534, -0.59308, 0.46924, 0.000000, -0.040000, -0.080000, 9.64000, -1.69000, 0.56000
47, 1594220796.189895, 471.30078, 00c2, 0.55566, 0.34546, -0.59308, 0.46930, 0.000000, -0.040000, -0.080000, 9.64000, -1.69000, 0.56000
48, 1594220796.1998293, 479.82031, 00c2, 0.55554, 0.34552, -0.59302, 0.46930, 0.000000, 0.020000, -0.030000, 9.64000, -1.69000, 0.56000
49, 1594220796.2078507, 489.80273, 00c2, 0.55554, 0.34564, -0.59296, 0.46936, 0.000000, 0.060000, -0.050000, 9.64000, -1.69000, 0.56000
50, 1594220796.2189786, 499.8125, 00c2, 0.55548, 0.34583, -0.59283, 0.46942, -0.010000, 0.060000, -0.050000, 9.64000, -1.69000, 0.56000
51, 1594220796.230943, 510.00977, 00c2, 0.55548, 0.34595, -0.59271, 0.46942, -0.050000, 0.050000, -0.030000, 9.64000, -1.68000, 0.56000
52, 1594220796.2369328, 519.80664, 00c2, 0.55554, 0.34613, -0.59265, 0.46942, -0.060000, 0.010000, -0.050000, 9.64000, -1.68000, 0.56000
53, 1594220796.2469084, 529.81641, 00c2, 0.55554, 0.34619, -0.59259, 0.46942, -0.050000, -0.010000, -0.050000, 9.64000, -1.68000, 0.56000
54, 1594220796.2576735, 539.80078, 00c2, 0.55560, 0.34631, -0.59253, 0.46942, -0.030000, 0.000000, -0.040000, 9.64000, -1.68000, 0.56000
55, 1594220796.2668505, 549.80469, 00c2, 0.55554, 0.34631, -0.59259, 0.46936, -0.030000, 0.070000, -0.140000, 9.64000, -1.68000, 0.56000
56, 1594220796.278824, 559.80273, 00c2, 0.55542, 0.34644, -0.59259, 0.46936, -0.030000, 0.060000, -0.020000, 9.64000, -1.68000, 0.56000
57, 1594220796.2896893, 569.81055, 00c2, 0.55536, 0.34656, -0.59265, 0.46930, -0.020000, 0.080000, 0.030000, 9.64000, -1.67000, 0.56000
58, 1594220796.297817, 579.91406, 00c2, 0.55536, 0.34668, -0.59265, 0.46924, 0.000000, 0.050000, 0.020000, 9.64000, -1.67000, 0.56000
59, 1594220796.307872, 589.8125, 00c2, 0.55536, 0.34674, -0.59265, 0.46918, 0.020000, -0.020000, 0.010000, 9.64000, -1.67000, 0.55000
60, 1594220796.3180375, 599.80078, 00c2, 0.55542, 0.34668, -0.59271, 0.46912, 0.000000, -0.010000, 0.020000, 9.64000, -1.67000, 0.55000
61, 1594220796.3278189, 610.04102, 00c2, 0.55542, 0.34662, -0.59271, 0.46906, -0.020000, -0.060000, 0.030000, 9.64000, -1.67000, 0.55000
62, 1594220796.3377924, 619.80273, 00c2, 0.55548, 0.34656, -0.59277, 0.46899, -0.050000, -0.110000, -0.080000, 9.64000, -1.67000, 0.55000
63, 1594220796.348062, 629.81445, 00c2, 0.55542, 0.34662, -0.59283, 0.46899, -0.040000, -0.160000, -0.180000, 9.64000, -1.67000, 0.55000
64, 1594220796.3579366, 639.80469, 00c2, 0.55524, 0.34674, -0.59290, 0.46899, -0.010000, -0.060000, -0.010000, 9.64000, -1.67000, 0.55000
65, 1594220796.3670743, 649.80859, 00c2, 0.55505, 0.34692, -0.59290, 0.46906, 0.020000, 0.030000, 0.080000, 9.64000, -1.67000, 0.55000
66, 1594220796.3772182, 659.80078, 00c2, 0.55499, 0.34705, -0.59283, 0.46912, 0.030000, 0.080000, 0.030000, 9.64000, -1.67000, 0.55000
67, 1594220796.38746, 669.80664, 00c2, 0.55499, 0.34717, -0.59277, 0.46918, 0.010000, 0.090000, 0.000000, 9.64000, -1.67000, 0.55000
68, 1594220796.3996446, 679.90039, 00c2, 0.55499, 0.34717, -0.59277, 0.46912, 0.010000, 0.050000, -0.030000, 9.64000, -1.67000, 0.55000
69, 1594220796.4083092, 689.83008, 00c2, 0.55499, 0.34717, -0.59277, 0.46912, -0.020000, 0.000000, -0.030000, 9.64000, -1.67000, 0.55000
